SCHEMA,OBJECT_TYPE,OBJECT_NAME,COLUMN_NAME,PRIMARY_KEY,FOREIGN_KEY,UNIQUE_KEY,DATA_TYPE,NULLABLE,DEFAULT_VALUE,OBJECT_FULL_NAME
algo,TABLE,tradingSignals,volume,NO,NO,NO,"decimal(18,6)",NO,,cTrader.algo.tradingSignals
algo,TABLE,tradingSignals,direction,NO,NO,NO,nvarchar(20),NO,,cTrader.algo.tradingSignals
algo,TABLE,tradingSignals,orderPrice,NO,NO,NO,"decimal(18,6)",YES,,cTrader.algo.tradingSignals
algo,TABLE,tradingSignals,stopLoss,NO,NO,NO,"decimal(18,6)",YES,,cTrader.algo.tradingSignals
algo,TABLE,tradingSignals,takeProfit,NO,NO,NO,"decimal(18,6)",YES,,cTrader.algo.tradingSignals
algo,TABLE,tradingSignals,timeCreated,NO,NO,NO,datetime,NO,(getdate()),cTrader.algo.tradingSignals
algo,TABLE,tradingSignals,expiry,NO,NO,NO,datetime,NO,"(dateadd(hour,(1),getdate()))",cTrader.algo.tradingSignals
algo,TABLE,tradingSignals,status,NO,NO,NO,nvarchar(40),NO,('PENDING'),cTrader.algo.tradingSignals
algo,TABLE,tradingSignals,executionType,NO,NO,NO,nvarchar(40),YES,,cTrader.algo.tradingSignals
algo,TABLE,tradingSignals,executionID,NO,NO,NO,nvarchar(72),YES,,cTrader.algo.tradingSignals
algo,TABLE,tradingSignals,executionTime,NO,NO,NO,datetime,YES,,cTrader.algo.tradingSignals
algo,TABLE,tradingSignals,positionLabel,NO,NO,NO,uniqueidentifier,NO,(newid()),cTrader.algo.tradingSignals
fin,TABLE,transactions,ID,YES,NO,NO,int,NO,,cTrader.fin.transactions
fin,TABLE,transactions,transactionTypeID,NO,YES,NO,int,NO,,cTrader.fin.transactions
fin,TABLE,transactions,accountID,NO,YES,NO,int,NO,,cTrader.fin.transactions
fin,TABLE,transactions,amount,NO,NO,NO,money,NO,,cTrader.fin.transactions
fin,TABLE,transactions,transactionDate,NO,NO,NO,datetime,NO,,cTrader.fin.transactions
fin,TABLE,transactions,sourceID,NO,YES,NO,int,NO,,cTrader.fin.transactions
fin,TABLE,transactionSource,ID,YES,NO,NO,int,NO,,cTrader.fin.transactionSource
fin,TABLE,transactionSource,sourceName,NO,NO,YES,nvarchar(100),NO,,cTrader.fin.transactionSource
fin,TABLE,transactionSource,sourceDescription,NO,NO,NO,nvarchar(510),YES,,cTrader.fin.transactionSource
fin,TABLE,transactionSource,sourceCode,NO,NO,NO,nvarchar(72),YES,,cTrader.fin.transactionSource
fin,TABLE,transactionSource,modified,NO,NO,NO,datetime,YES,(getdate()),cTrader.fin.transactionSource
fin,TABLE,TransactionType,ID,YES,NO,NO,int,NO,,cTrader.fin.TransactionType
fin,TABLE,TransactionType,typeName,NO,NO,YES,nvarchar(100),NO,,cTrader.fin.TransactionType
fin,TABLE,TransactionType,typeDescription,NO,NO,NO,nvarchar(510),YES,,cTrader.fin.TransactionType
fin,TABLE,TransactionType,modified,NO,NO,NO,datetime,YES,(getdate()),cTrader.fin.TransactionType
tms,VIEW,vw_bars_with_signals,ID,NO,NO,NO,bigint,NO,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,TickerJID,NO,NO,NO,int,NO,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,barTime,NO,NO,NO,datetime,NO,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,timeframeID,NO,NO,NO,int,NO,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,openValue,NO,NO,NO,float,NO,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,closeValue,NO,NO,NO,float,NO,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,highValue,NO,NO,NO,float,NO,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,lowValue,NO,NO,NO,float,NO,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,sourceID,NO,NO,NO,int,NO,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,MA5,NO,NO,NO,float,YES,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,MA20,NO,NO,NO,float,YES,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,MA30,NO,NO,NO,float,YES,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,MA50,NO,NO,NO,float,YES,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,MA100,NO,NO,NO,float,YES,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,MA200,NO,NO,NO,float,YES,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,MA500,NO,NO,NO,float,YES,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,Above_MA20,NO,NO,NO,int,NO,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,Above_MA50,NO,NO,NO,int,NO,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,Above_MA200,NO,NO,NO,int,NO,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,Distance_MA20_Pct,NO,NO,NO,float,YES,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,Distance_MA50_Pct,NO,NO,NO,float,YES,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,Distance_MA200_Pct,NO,NO,NO,float,YES,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,MA5_Direction,NO,NO,NO,varchar(4),NO,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,MA5_20_Spread_Pct,NO,NO,NO,float,YES,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_bars_with_signals,MA20_50_Spread_Pct,NO,NO,NO,float,YES,,cTrader.tms.vw_bars_with_signals
tms,VIEW,vw_Momentum_Signals,MomentumID,NO,NO,NO,bigint,NO,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,TickerJID,NO,NO,NO,int,NO,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,Symbol,NO,NO,NO,nvarchar(100),NO,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,BarTime,NO,NO,NO,datetime2,NO,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,TimeFrameID,NO,NO,NO,int,NO,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,TimeFrameCode,NO,NO,NO,varchar(10),NO,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,SourceID,NO,NO,NO,int,NO,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,SourceName,NO,NO,NO,nvarchar(100),NO,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,RSI_14,NO,NO,NO,"decimal(8,4)",YES,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,RSI_7,NO,NO,NO,"decimal(8,4)",YES,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,RSI_21,NO,NO,NO,"decimal(8,4)",YES,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,RSI_ZScore,NO,NO,NO,"decimal(8,4)",YES,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,RSI_Percentile,NO,NO,NO,"decimal(8,4)",YES,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,RSI_Slope_5,NO,NO,NO,"decimal(8,4)",YES,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,Momentum_Score,NO,NO,NO,"decimal(8,4)",YES,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,Overbought_Flag,NO,NO,NO,bit,YES,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,Oversold_Flag,NO,NO,NO,bit,YES,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,RSI_Condition,NO,NO,NO,varchar(18),NO,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,ZScore_Level,NO,NO,NO,varchar(12),NO,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,RSI_Trend_Direction,NO,NO,NO,varchar(11),NO,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,Trading_Signal,NO,NO,NO,varchar(11),NO,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,BatchID,NO,NO,NO,uniqueidentifier,YES,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,CalculationTimeMS,NO,NO,NO,int,YES,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,CreatedDate,NO,NO,NO,datetime2,YES,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,ModifiedDate,NO,NO,NO,datetime2,YES,,cTrader.tms.vw_Momentum_Signals
tms,VIEW,vw_Momentum_Signals,Minutes_Since_Bar,NO,NO,NO,int,YES,,cTrader.tms.vw_Momentum_Signals
