Date,Open,High,Low,Close,Volume
2025-01-07,2445.5999755859375,2457.7000427246094,2438.0999755859375,2455.2000427246094,50903000
2025-01-08,2458.6000061035156,2464.499969482422,2445.0999450683594,2457.2000122070312,63033000
2025-01-10,2482.100067138672,2490.399932861328,2475.500030517578,2480.0999450683594,123801000
2025-01-13,2457.4000549316406,2467.899932861328,2451.4999389648438,2463.3999633789062,84486000
2025-01-14,2470.2999877929688,2470.399932861328,2455.2000427246094,2456.199951171875,49148000
2025-01-15,2488.800048828125,2488.9999389648438,2470.0999450683594,2482.100067138672,63450000
2025-01-16,2506.0000610351562,2513.8999938964844,2502.7000427246094,2505.5999755859375,92360000
2025-01-17,2492.7000427246094,2508.0999755859375,2491.4999389648438,2496.999969482422,83129000
2025-01-21,2531.300048828125,2533.6000061035156,2518.300018310547,2519.499969482422,76681000
2025-01-22,2544.2999267578125,2546.7999267578125,2537.7999877929688,2542.899932861328,52138000
2025-01-23,2540.7000732421875,2545.399932861328,2528.2000732421875,2531.9000244140625,65115000
2025-01-24,2556.4999389648438,2570.7000732421875,2556.1000061035156,2559.600067138672,73413000
2025-01-27,2529.9000549316406,2542.5999450683594,2519.199981689453,2538.6000061035156,57998000
2025-01-28,2551.7999267578125,2552.5,2538.8999938964844,2542.2999572753906,53320000
2025-01-29,2541.999969482422,2548.2000732421875,2533.000030517578,2545.500030517578,56718000
2025-01-30,2580.4998779296875,2582.9000854492188,2564.5001220703125,2572.0001220703125,129812000
2025-01-31,2585.5999755859375,2599.89990234375,2578.599853515625,2590.7998657226562,89611000
2025-02-03,2599.4000244140625,2613.900146484375,2595.1998901367188,2597.5,115211000
2025-02-04,2625.0,2625.4000854492188,2613.5000610351562,2618.2998657226562,98504000
2025-02-05,2641.300048828125,2659.89990234375,2638.900146484375,2644.5001220703125,126811000
2025-02-06,2634.2999267578125,2637.2000122070312,2614.89990234375,2636.6000366210938,87314000
2025-02-07,2638.9999389648438,2663.5000610351562,2632.60009765625,2652.2000122070312,91540000
2025-02-10,2683.699951171875,2686.6000366210938,2672.39990234375,2680.0,132503000
2025-02-11,2673.900146484375,2683.599853515625,2667.0999145507812,2677.0001220703125,71695000
2025-02-12,2676.7001342773438,2684.2999267578125,2663.5000610351562,2671.4999389648438,93286000
2025-02-13,2703.0999755859375,2703.900146484375,2682.2000122070312,2683.9999389648438,83475000
2025-02-14,2662.9000854492188,2702.0999145507812,2654.5001220703125,2700.7000732421875,115467000
2025-02-18,2707.0001220703125,2710.10009765625,2696.0000610351562,2696.7999267578125,81859000
2025-02-19,2708.5000610351562,2713.2998657226562,2692.39990234375,2706.7999267578125,93425000
2025-02-20,2709.89990234375,2718.3999633789062,2701.7001342773438,2702.3001098632812,73569000
2025-02-21,2707.39990234375,2715.10009765625,2695.10009765625,2707.9998779296875,89174000
2025-02-24,2722.0999145507812,2723.2000732421875,2703.800048828125,2714.5001220703125,53744000
2025-02-25,2686.199951171875,2716.7999267578125,2664.5001220703125,2714.5999145507812,100798000
2025-02-26,2690.2999877929688,2690.7998657226562,2666.6000366210938,2670.7998657226562,72760000
2025-02-27,2649.2999267578125,2666.7001342773438,2644.5001220703125,2664.89990234375,93746000
2025-02-28,2632.6998901367188,2633.9999389648438,2612.5,2625.5999755859375,115045000
2025-03-03,2667.39990234375,2668.800048828125,2650.7000732421875,2650.7000732421875,77256000
2025-03-04,2690.5999755859375,2693.9999389648438,2675.1998901367188,2690.10009765625,84813000
2025-03-05,2696.199951171875,2702.60009765625,2679.5999145507812,2679.7000122070312,69904000
2025-03-06,2682.5,2695.10009765625,2681.6000366210938,2682.5,61364000
2025-03-07,2683.900146484375,2703.3999633789062,2676.400146484375,2690.8999633789062,104312000
