Symbol,unit,lot_size,pip_size,Digits,LotSize,PipSize,VolumeInUnitsMin,VolumeInUnitsMax,VolumeInUnitsStep,Spread,TickSize,TickValue,SwapLong,SwapShort
ZM.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.030000000000001137,0.01,0.01,-6.23,1.13
ADI.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.7699999999999818,0.01,0.01,-6.23,0.93
CRM.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.08000000000004093,0.01,0.01,-6.23,1.13
AON.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.4399999999999977,0.01,0.01,-6.23,1.13
AMAT.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5400000000000205,0.01,0.01,-6.23,1.08
APTV.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.15000000000000568,0.01,0.01,-6.23,1.13
RYAAY.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.4700000000000131,0.01,0.01,-6.23,1.13
ADM.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.18999999999999773,0.01,0.01,-6.23,1.13
SHOP.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.5,0.01,0.01,-6.23,1.23
ANET.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.06999999999999318,0.01,0.01,-6.23,1.08
RBLX.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.029999999999986926,0.01,0.01,-6.23,1.03
AJG.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.12000000000000455,0.01,0.01,-6.23,1.13
OKTA.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.04999999999999716,0.01,0.01,-6.23,1.08
AIZ.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.3299999999999841,0.01,0.01,-6.23,1.13
TRIP.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.019999999999999574,0.01,0.01,-6.23,1.08
ATO.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.37000000000000455,0.01,0.01,-6.23,1.13
PANW.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.11000000000001364,0.01,0.01,-6.23,1.13
ACB.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.009999999999999787,0.01,0.01,-6.23,0.23
DASH.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.4399999999999977,0.01,0.01,-6.23,1.13
AZO.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,14.230000000000018,0.01,0.01,-6.23,1.13
ADSK.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.6499999999999773,0.01,0.01,-6.23,1.13
CHWY.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.010000000000001563,0.01,0.01,-6.23,1.08
ADP.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.1500000000000341,0.01,0.01,-6.23,1.13
TDOC.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.010000000000000675,0.01,0.01,-6.23,1.03
AVB.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.11000000000001364,0.01,0.01,-6.23,1.13
ZTS.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.4399999999999977,0.01,0.01,-6.23,1.13
AVY.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.15000000000000568,0.01,0.01,-6.23,1.13
TTE.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.2600000000000051,0.01,0.01,-6.23,1.13
CAR.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.490000000000009,0.01,0.01,-6.23,1.08
BKR.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.10999999999999943,0.01,0.01,-6.23,1.08
ASML.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,1.6700000000000728,0.01,0.01,-6.23,1.08
AUPH.US,POINTS,1,0.1,2,1,0.1,0.1,2500,0.1,0.019999999999999574,0.01,0.01,-6.23,0.93
BALL.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.030000000000001137,0.01,0.01,-6.23,1.13
DOCU.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.04000000000000625,0.01,0.01,-6.23,1.08
BAC.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
LRN.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.0799999999999983,0.01,0.01,-6.23,0.93
BAX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.08
BMBL.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.010000000000000231,0.01,0.01,-6.23,0.73
BDX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.0700000000000216,0.01,0.01,-6.23,1.13
BRK.B.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.21000000000003638,0.01,0.01,-6.23,1.13
BBY.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.01999999999999602,0.01,0.01,-6.23,1.08
BIO.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.1299999999999955,0.01,0.01,-6.23,1.08
BNTX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.20999999999999375,0.01,0.01,-6.23,1.08
BIIB.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.09999999999999432,0.01,0.01,-6.23,1.13
BB.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000000231,0.01,0.01,-6.23,1.03
BLK.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.2699999999999818,0.01,0.01,-6.23,1.13
XYZ.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.060000000000002274,0.01,0.01,-6.23,1.23
BKNG.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,23.090000000000146,0.01,0.01,-6.23,1.13
BWA.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.04999999999999716,0.01,0.01,-6.23,1.13
BXP.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.04000000000000625,0.01,0.01,-6.23,1.13
BSX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.01999999999999602,0.01,0.01,-6.23,1.13
BCTX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.1900000000000004,0.01,0.01,-6.23,1.23
BMY.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
AVGO.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.19999999999998863,0.01,0.01,-6.23,1.08
BR.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.75,0.01,0.01,-6.23,1.13
BF-B.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000001563,0.01,0.01,-6.23,1.13
CHRW.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.46999999999999886,0.01,0.01,-6.23,1.13
CBRE.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.4900000000000091,0.01,0.01,-6.23,1.13
CDW.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5799999999999841,0.01,0.01,-6.23,1.13
CF.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000005116,0.01,0.01,-6.23,1.13
CME.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.15999999999996817,0.01,0.01,-6.23,1.13
CMS.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.10999999999999943,0.01,0.01,-6.23,1.13
CSX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
CVS.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.1599999999999966,0.01,0.01,-6.23,1.13
CDNS.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.29000000000002046,0.01,0.01,-6.23,1.08
CPB.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.23
CGC.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000000009,0.01,0.01,-6.23,0.23
COF.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.2599999999999909,0.01,0.01,-6.23,1.13
CAH.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.19999999999998863,0.01,0.01,-6.23,1.13
KMX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.01999999999999602,0.01,0.01,-6.23,1.08
CCL.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.019999999999999574,0.01,0.01,-6.23,1.08
CARR.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.18999999999999773,0.01,0.01,-6.23,1.13
CAT.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.6000000000000227,0.01,0.01,-6.23,1.13
CE.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.04999999999999716,0.01,0.01,-6.23,1.08
CNC.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.020000000000003126,0.01,0.01,-6.23,0.93
CNP.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.01999999999999602,0.01,0.01,-6.23,1.13
SCHW.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.04999999999999716,0.01,0.01,-6.23,1.13
CHTR.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.9399999999999977,0.01,0.01,-6.23,1.13
CVX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.03999999999999204,0.01,0.01,-6.23,1.08
CMG.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.01999999999999602,0.01,0.01,-6.23,1.13
CB.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.6299999999999955,0.01,0.01,-6.23,1.13
CHD.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.15000000000000568,0.01,0.01,-6.23,1.13
CI.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.9399999999999977,0.01,0.01,-6.23,1.08
CINF.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5500000000000114,0.01,0.01,-6.23,1.13
CTAS.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.4399999999999977,0.01,0.01,-6.23,1.13
CSCO.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.030000000000001137,0.01,0.01,-6.23,1.13
CFG.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
CTSH.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.1599999999999966,0.01,0.01,-6.23,1.13
CL.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.01999999999999602,0.01,0.01,-6.23,1.13
CMCSA.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
CMA.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.21999999999999886,0.01,0.01,-6.23,0.93
CAG.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
COP.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.04000000000000625,0.01,0.01,-6.23,1.08
ED.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.46000000000000796,0.01,0.01,-6.23,1.13
STZ.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.28000000000000114,0.01,0.01,-6.23,1.13
CPRT.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.020000000000003126,0.01,0.01,-6.23,1.13
GLW.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.030000000000001137,0.01,0.01,-6.23,1.13
CTVA.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.1599999999999966,0.01,0.01,-6.23,1.13
COST.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.4600000000000364,0.01,0.01,-6.23,1.13
CROX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.28000000000000114,0.01,0.01,-6.23,1.03
CRON.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000000231,0.01,0.01,-6.23,1.03
CCI.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.03999999999999204,0.01,0.01,-6.23,1.13
CMI.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5399999999999636,0.01,0.01,-6.23,1.13
DHI.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.09000000000000341,0.01,0.01,-6.23,1.13
DTE.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5099999999999909,0.01,0.01,-6.23,1.13
DXC.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.009999999999999787,0.01,0.01,-6.23,1.03
DVA.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.07000000000000739,0.01,0.01,-6.23,1.13
DHR.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.6500000000000057,0.01,0.01,-6.23,1.13
DRI.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.13999999999998636,0.01,0.01,-6.23,1.13
DE.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.32000000000005,0.01,0.01,-6.23,1.13
DAL.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.04999999999999716,0.01,0.01,-6.23,1.08
XRAY.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.009999999999999787,0.01,0.01,-6.23,1.03
DVN.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.08
DXCM.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.029999999999986926,0.01,0.01,-6.23,1.08
DEO.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.14000000000000057,0.01,0.01,-6.23,1.13
FANG.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.21999999999999886,0.01,0.01,-6.23,1.08
DLR.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.09000000000000341,0.01,0.01,-6.23,1.13
DG.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.01999999999998181,0.01,0.01,-6.23,1.08
DLTR.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.46999999999999886,0.01,0.01,-6.23,1.13
D.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.1599999999999966,0.01,0.01,-6.23,1.13
DPZ.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5699999999999932,0.01,0.01,-6.23,1.23
DOV.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.4199999999999875,0.01,0.01,-6.23,1.13
DOW.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000001563,0.01,0.01,-6.23,1.08
DBX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.019999999999999574,0.01,0.01,-6.23,1.13
DUK.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.030000000000001137,0.01,0.01,-6.23,1.13
EOG.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.060000000000002274,0.01,0.01,-6.23,1.13
EMN.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.09000000000000341,0.01,0.01,-6.23,1.13
ETN.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.47999999999996135,0.01,0.01,-6.23,1.08
EBAY.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.20999999999999375,0.01,0.01,-6.23,1.13
ECL.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.7000000000000455,0.01,0.01,-6.23,1.13
EIX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.030000000000001137,0.01,0.01,-6.23,1.13
EW.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.18999999999999773,0.01,0.01,-6.23,1.13
LLY.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5899999999999181,0.01,0.01,-6.23,1.08
EMR.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.3499999999999943,0.01,0.01,-6.23,1.13
ENPH.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.030000000000001137,0.01,0.01,-6.23,1.03
ETR.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.18999999999999773,0.01,0.01,-6.23,1.13
EFX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.6399999999999864,0.01,0.01,-6.23,1.13
EQIX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,5.009999999999991,0.01,0.01,-6.23,1.13
EQR.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.060000000000002274,0.01,0.01,-6.23,1.13
ESS.US,POINTS,1,0.1,2,1,0.1,0.1,250,0.1,1.0199999999999818,0.01,0.01,-6.23,1.13
EL.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.37999999999999545,0.01,0.01,-6.23,1.08
EVRG.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.21999999999999886,0.01,0.01,-6.23,1.13
ES.US,POINTS,1,0.1,2,1,0.1,0.1,250,0.1,0.1599999999999966,0.01,0.01,-6.23,1.13
EXC.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
EXPE.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.6099999999999568,0.01,0.01,-6.23,1.08
EXPD.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.410000000000025,0.01,0.01,-6.23,1.13
EXR.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.46000000000000796,0.01,0.01,-6.23,1.13
XOM.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.020000000000010232,0.01,0.01,-6.23,1.13
FFIV.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.160000000000025,0.01,0.01,-6.23,1.13
FMC.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.019999999999999574,0.01,0.01,-6.23,1.03
FAST.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.030000000000001137,0.01,0.01,-6.23,1.13
FDX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.4399999999999977,0.01,0.01,-6.23,1.13
FRT.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.060000000000002274,0.01,0.01,-6.23,1.13
FIS.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.04999999999999716,0.01,0.01,-6.23,1.13
FITB.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
FE.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
FLS.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.09000000000000341,0.01,0.01,-6.23,1.08
F.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000001563,0.01,0.01,-6.23,1.13
FTNT.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.03999999999999204,0.01,0.01,-6.23,1.03
FTV.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.030000000000001137,0.01,0.01,-6.23,1.08
BEN.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000001563,0.01,0.01,-6.23,1.13
FCX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000005116,0.01,0.01,-6.23,1.08
GME.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.019999999999999574,0.01,0.01,-6.23,0.23
GAP.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.23
GRMN.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.4900000000000091,0.01,0.01,-6.23,1.08
IT.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.4000000000000057,0.01,0.01,-6.23,1.08
GD.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.14999999999997726,0.01,0.01,-6.23,1.13
GE.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.47999999999996135,0.01,0.01,-6.23,1.13
GIS.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
GM.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.01999999999999602,0.01,0.01,-6.23,1.13
GPC.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.18999999999999773,0.01,0.01,-6.23,1.13
GILD.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.12999999999999545,0.01,0.01,-6.23,1.13
GTLB.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.14000000000000057,0.01,0.01,-6.23,1.08
GPN.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.28000000000000114,0.01,0.01,-6.23,1.08
GL.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.10999999999998522,0.01,0.01,-6.23,0.73
GPRO.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000000009,0.01,0.01,-6.23,0.23
HCA.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.7400000000000091,0.01,0.01,-6.23,1.13
HPQ.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000001563,0.01,0.01,-6.23,1.08
HAL.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.019999999999999574,0.01,0.01,-6.23,1.08
HIG.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.05000000000001137,0.01,0.01,-6.23,1.13
HAS.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.21999999999999886,0.01,0.01,-6.23,1.08
HSIC.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.04000000000000625,0.01,0.01,-6.23,1.13
HPE.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.08
HLT.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.37999999999999545,0.01,0.01,-6.23,1.13
HOLX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.009999999999990905,0.01,0.01,-6.23,0.93
HON.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.19999999999998863,0.01,0.01,-6.23,1.13
HRL.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
HST.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000001563,0.01,0.01,-6.23,1.13
HWM.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5600000000000023,0.01,0.01,-6.23,1.13
HUM.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.0500000000000114,0.01,0.01,-6.23,1.08
HBAN.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
HII.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.8599999999999568,0.01,0.01,-6.23,1.13
IDXX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,2.0399999999999636,0.01,0.01,-6.23,1.08
IEX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.27000000000001023,0.01,0.01,-6.23,1.13
IPGP.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5600000000000023,0.01,0.01,-6.23,1.08
IQV.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.2199999999999989,0.01,0.01,-6.23,1.08
ITW.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.20999999999997954,0.01,0.01,-6.23,1.13
ILMN.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.37999999999999545,0.01,0.01,-6.23,1.08
INCY.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.18999999999999773,0.01,0.01,-6.23,1.13
IFF.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.25,0.01,0.01,-6.23,1.13
INTC.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.08
ICE.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.3499999999999943,0.01,0.01,-6.23,1.13
INTU.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.2599999999999909,0.01,0.01,-6.23,1.13
ISRG.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.2099999999999227,0.01,0.01,-6.23,1.08
IVZ.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000001563,0.01,0.01,-6.23,1.13
QQQ.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.009999999999990905,0.01,0.01,-6.23,1.03
IRM.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.04000000000000625,0.01,0.01,-6.23,1.13
JBHT.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.1799999999999784,0.01,0.01,-6.23,1.13
SJM.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.060000000000002274,0.01,0.01,-6.23,1.13
JKHY.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.06999999999999318,0.01,0.01,-6.23,1.13
J.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.6599999999999966,0.01,0.01,-6.23,1.13
JEF.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.01999999999999602,0.01,0.01,-6.23,1.08
JNJ.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.0800000000000125,0.01,0.01,-6.23,1.13
JCI.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.2600000000000051,0.01,0.01,-6.23,1.13
KLAC.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,2.0799999999999272,0.01,0.01,-6.23,1.08
KEY.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000001563,0.01,0.01,-6.23,1.13
KEYS.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.4399999999999977,0.01,0.01,-6.23,1.13
KMB.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.1700000000000017,0.01,0.01,-6.23,1.23
KIM.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
KMI.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
KHC.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
KR.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.01999999999999602,0.01,0.01,-6.23,1.13
LHX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.1299999999999955,0.01,0.01,-6.23,1.13
LKQ.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.13000000000000256,0.01,0.01,-6.23,1.13
LH.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.0300000000000011,0.01,0.01,-6.23,1.13
LRCX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5,0.01,0.01,-6.23,1.08
LW.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.01999999999999602,0.01,0.01,-6.23,1.13
LVS.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.029999999999986926,0.01,0.01,-6.23,1.13
LEG.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.009999999999999787,0.01,0.01,-6.23,0.93
LDOS.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.3800000000000239,0.01,0.01,-6.23,1.13
LEN.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.3499999999999943,0.01,0.01,-6.23,1.13
LNC.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.01999999999999602,0.01,0.01,-6.23,1.13
LIN.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.009999999999991,0.01,0.01,-6.23,1.13
LYV.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.10999999999998522,0.01,0.01,-6.23,1.13
L.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.10000000000000853,0.01,0.01,-6.23,1.13
