Symbol,unit,lot_size,pip_size,Digits,LotSize,PipSize,VolumeInUnitsMin,VolumeInUnitsMax,VolumeInUnitsStep,Spread,TickSize,TickValue,SwapLong,SwapShort
KRE.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000005116,0.01,0.01,-6.23,1.13
LIT.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.1700000000000017,0.01,0.01,-6.23,0.93
MCHI.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000005116,0.01,0.01,-6.23,1.08
MDY.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.09000000000003183,0.01,0.01,-6.23,1.13
MOO.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.9500000000000028,0.01,0.01,-6.23,1.03
NERD.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.8500000000000014,0.01,0.01,-6.23,1.23
NORW.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.2600000000000016,0.01,0.01,-6.23,1.08
PFF.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.08
PRNT.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.6999999999999993,0.01,0.01,-6.23,1.23
QAT.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.10999999999999943,0.01,0.01,-6.23,1.23
SDY.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.030000000000001137,0.01,0.01,-6.23,1.23
SGOL.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,0.93
SHV.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000005116,0.01,0.01,-6.23,1.13
SHY.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.009999999999990905,0.01,0.01,-6.23,1.13
SIL.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.10999999999999943,0.01,0.01,-6.23,0.23
SKYY.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.09000000000000341,0.01,0.01,-6.23,1.08
SMIN.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.23999999999999488,0.01,0.01,-6.23,1.13
SOXX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.07999999999998408,0.01,0.01,-6.23,1.08
SVXY.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,0.23
THD.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.2700000000000031,0.01,0.01,-6.23,1.03
TLT.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000005116,0.01,0.01,-6.23,1.13
URA.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.08
VIXY.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000001563,0.01,0.01,-6.23,1.23
VNM.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000001563,0.01,0.01,-6.23,0.93
VONG.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.009999999999990905,0.01,0.01,-6.23,1.23
WOOD.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.3499999999999943,0.01,0.01,-6.23,1.03
XBI.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.020000000000010232,0.01,0.01,-6.23,1.13
XHB.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.020000000000010232,0.01,0.01,-6.23,1.13
XLE.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.08
XLI.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.009999999999990905,0.01,0.01,-6.23,1.08
XME.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.04999999999999716,0.01,0.01,-6.23,1.08
XOP.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.030000000000001137,0.01,0.01,-6.23,1.08
XPH.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.0899999999999963,0.01,0.01,-6.23,1.03
XRT.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.01999999999999602,0.01,0.01,-6.23,1.13
VDC.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.06999999999999318,0.01,0.01,-6.23,1.08
ARKG.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000001563,0.01,0.01,-6.23,1.08
EEM.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000005116,0.01,0.01,-6.23,1.08
AAPL.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.08000000000004093,0.01,0.01,-6.23,1.13
AMD.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.05000000000001137,0.01,0.01,-6.23,1.03
AMZN.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.009999999999990905,0.01,0.01,-6.23,1.13
BA.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.1599999999999966,0.01,0.01,-6.23,1.13
BABA.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.12000000000000455,0.01,0.01,-6.23,1.08
BAC.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.07000000000000028,0.01,0.01,-6.23,1.13
CAT.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.6399999999999864,0.01,0.01,-6.23,1.13
DIS.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.13000000000000966,0.01,0.01,-6.23,1.13
F.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.009999999999999787,0.01,0.01,-6.23,1.13
GM.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.09999999999999432,0.01,0.01,-6.23,1.13
GOOG.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.18000000000000682,0.01,0.01,-6.23,1.13
HPQ.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.10000000000000142,0.01,0.01,-6.23,1.08
INTC.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.020000000000003126,0.01,0.01,-6.23,1.08
JNJ.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.37000000000000455,0.01,0.01,-6.23,1.13
UNH.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.29000000000002046,0.01,0.01,-6.23,1.03
XOM.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.23999999999999488,0.01,0.01,-6.23,1.13
CVX.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.3300000000000125,0.01,0.01,-6.23,1.08
KO.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.11999999999999034,0.01,0.01,-6.23,1.13
RTX.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.28000000000000114,0.01,0.01,-6.23,1.13
SLB.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.3400000000000034,0.01,0.01,-6.23,1.03
VZ.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.05999999999999517,0.01,0.01,-6.23,1.13
IBM.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1,0.01,0.01,-6.23,1.13
JPM.US-24,POINTS,1,0.1,2,1,0.1,0.1,250,0.1,0.2400000000000091,0.01,0.01,-6.23,1.13
META.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.10000000000002274,0.01,0.01,-6.23,1.08
MSFT.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.34000000000003183,0.01,0.01,-6.23,1.13
NFLX.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.030000000000001137,0.01,0.01,-6.23,1.13
NKE.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.04999999999999716,0.01,0.01,-6.23,1.08
NVDA.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.01999999999998181,0.01,0.01,-6.23,1.08
ORCL.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.160000000000025,0.01,0.01,-6.23,1.03
PFE.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.019999999999999574,0.01,0.01,-6.23,1.13
SNAP.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.040000000000000036,0.01,0.01,-6.23,1.03
TSLA.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.03000000000002956,0.01,0.01,-6.23,1.08
V.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.3500000000000227,0.01,0.01,-6.23,1.13
WMT.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.03999999999999204,0.01,0.01,-6.23,1.23
C.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.029999999999986926,0.01,0.01,-6.23,1.13
MCD.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.1999999999999886,0.01,0.01,-6.23,1.13
PG.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.6899999999999977,0.01,0.01,-6.23,1.13
LLY.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.4600000000000364,0.01,0.01,-6.23,1.08
AVGO.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.12000000000000455,0.01,0.01,-6.23,1.08
MA.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.35000000000002274,0.01,0.01,-6.23,1.13
COST.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,3.830000000000041,0.01,0.01,-6.23,1.13
ASML.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,3,0.01,0.01,-6.23,1.08
HD.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5199999999999818,0.01,0.01,-6.23,1.13
MRK.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.1700000000000017,0.01,0.01,-6.23,1.13
ABBV.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.0200000000000102,0.01,0.01,-6.23,1.13
CRM.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.6299999999999955,0.01,0.01,-6.23,1.13
ADBE.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.8899999999999864,0.01,0.01,-6.23,1.13
WFC.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.23000000000000398,0.01,0.01,-6.23,1.13
ACN.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5799999999999841,0.01,0.01,-6.23,1.13
QCOM.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.37000000000000455,0.01,0.01,-6.23,1.08
CSCO.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5300000000000011,0.01,0.01,-6.23,1.13
ABT.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.4099999999999966,0.01,0.01,-6.23,1.13
TXN.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.420000000000016,0.01,0.01,-6.23,1.08
PM.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.1100000000000136,0.01,0.01,-6.23,1.13
AXP.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.3999999999999773,0.01,0.01,-6.23,1.13
MS.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.3100000000000023,0.01,0.01,-6.23,1.13
GS.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.0499999999999545,0.01,0.01,-6.23,1.13
UNP.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.8000000000000114,0.01,0.01,-6.23,1.13
HON.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.37999999999999545,0.01,0.01,-6.23,1.13
UBER.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.14000000000000057,0.01,0.01,-6.23,1.08
T.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.05000000000000071,0.01,0.01,-6.23,1.13
LOW.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.7700000000000102,0.01,0.01,-6.23,1.13
BKNG.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,12.210000000000036,0.01,0.01,-6.23,1.13
BLK.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,7,0.01,0.01,-6.23,1.13
LMT.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.1499999999999773,0.01,0.01,-6.23,1.13
ETN.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.009999999999991,0.01,0.01,-6.23,1.08
SCHW.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.7599999999999909,0.01,0.01,-6.23,1.13
BSX.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.4299999999999926,0.01,0.01,-6.23,1.13
CB.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,3,0.01,0.01,-6.23,1.13
DE.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,2.9599999999999795,0.01,0.01,-6.23,1.13
ABNB.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.8499999999999943,0.01,0.01,-6.23,1.13
ICE.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,2.319999999999993,0.01,0.01,-6.23,1.13
SBUX.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.09000000000000341,0.01,0.01,-6.23,1.08
CL.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.35999999999999943,0.01,0.01,-6.23,1.13
MCO.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,3.7799999999999727,0.01,0.01,-6.23,1.13
GD.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,2.160000000000025,0.01,0.01,-6.23,1.13
SHOP.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,2,0.01,0.01,-6.23,1.23
CVS.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5300000000000011,0.01,0.01,-6.23,1.13
FDX.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.7199999999999704,0.01,0.01,-6.23,1.13
CME.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,4.25,0.01,0.01,-6.23,1.13
MAR.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5300000000000296,0.01,0.01,-6.23,1.13
NOC.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,2.7799999999999727,0.01,0.01,-6.23,1.13
MSI.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,3.3899999999999864,0.01,0.01,-6.23,1.13
PYPL.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.030000000000001137,0.01,0.01,-6.23,1.13
PLTR.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.09000000000000341,0.01,0.01,-6.23,1.23
MMM.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.4199999999999875,0.01,0.01,-6.23,1.13
HLT.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,2.740000000000009,0.01,0.01,-6.23,1.13
MET.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.8999999999999915,0.01,0.01,-6.23,1.13
BK.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5300000000000011,0.01,0.01,-6.23,1.13
LHX.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.7699999999999818,0.01,0.01,-6.23,1.13
SNOW.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.9300000000000068,0.01,0.01,-6.23,1.08
MSCI.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,9,0.01,0.01,-6.23,1.13
HSY.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,2.420000000000016,0.01,0.01,-6.23,1.13
CMI.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.1999999999999318,0.01,0.01,-6.23,1.13
XYZ.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.20999999999999375,0.01,0.01,-6.23,1.23
GIS.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.09000000000000341,0.01,0.01,-6.23,1.13
YUM.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.7199999999999989,0.01,0.01,-6.23,1.13
LULU.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.22999999999998977,0.01,0.01,-6.23,1.08
EFX.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1,0.01,0.01,-6.23,1.13
BIDU.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.3199999999999932,0.01,0.01,-6.23,1.03
CBRE.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,3.5500000000000114,0.01,0.01,-6.23,1.13
DAL.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.4099999999999966,0.01,0.01,-6.23,1.08
EBAY.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.8100000000000023,0.01,0.01,-6.23,1.13
CCL.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.03999999999999915,0.01,0.01,-6.23,1.08
BBY.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.12999999999999545,0.01,0.01,-6.23,1.08
HOOD.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.030000000000001137,0.01,0.01,-6.23,1.03
ZM.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.9699999999999989,0.01,0.01,-6.23,1.13
OKTA.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.3499999999999943,0.01,0.01,-6.23,1.08
DPZ.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,4.800000000000011,0.01,0.01,-6.23,1.23
AMCR.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.009999999999999787,0.01,0.01,-6.23,1.13
GME.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.020000000000003126,0.01,0.01,-6.23,0.23
WIX.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.5300000000000011,0.01,0.01,-6.23,1.03
NIO.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.009999999999999787,0.01,0.01,-6.23,1.03
HAS.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,4.780000000000001,0.01,0.01,-6.23,1.08
LYFT.US-24,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.16000000000000014,0.01,0.01,-6.23,1.08
BABA.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.15000000000000568,0.01,0.01,-6.23,1.08
T.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
MSFT.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.3299999999999841,0.01,0.01,-6.23,1.13
AMZN.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.030000000000001137,0.01,0.01,-6.23,1.13
ABNB.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.09999999999999432,0.01,0.01,-6.23,1.13
FOXA.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.20000000000000284,0.01,0.01,-6.23,1.13
AAPL.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.2300000000000182,0.01,0.01,-6.23,1.13
FOX.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.2600000000000051,0.01,0.01,-6.23,1.13
META.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.10000000000002274,0.01,0.01,-6.23,1.08
MMM.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.09000000000000341,0.01,0.01,-6.23,1.13
GOOG.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.1099999999999568,0.01,0.01,-6.23,1.13
AXP.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,1.3900000000000432,0.01,0.01,-6.23,1.13
NFLX.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.010000000000005116,0.01,0.01,-6.23,1.13
AOS.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.05999999999998806,0.01,0.01,-6.23,1.13
AES.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000001563,0.01,0.01,-6.23,1.08
COIN.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.37999999999999545,0.01,0.01,-6.23,0.93
AMC.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000000009,0.01,0.01,-6.23,0.23
NVDA.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.010000000000019327,0.01,0.01,-6.23,1.08
BYND.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0,0.01,0.01,-6.23,0.23
TSLA.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.29000000000002046,0.01,0.01,-6.23,1.08
AME.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.11000000000001364,0.01,0.01,-6.23,1.13
C.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.05000000000001137,0.01,0.01,-6.23,1.13
APA.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.030000000000001137,0.01,0.01,-6.23,1.03
BIDU.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.5700000000000074,0.01,0.01,-6.23,1.03
ABBV.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.18999999999999773,0.01,0.01,-6.23,1.13
GS.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.7300000000000182,0.01,0.01,-6.23,1.13
IBM.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.09000000000003183,0.01,0.01,-6.23,1.13
ABT.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.1700000000000017,0.01,0.01,-6.23,1.13
ACN.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.4399999999999977,0.01,0.01,-6.23,1.13
JPM.US,POINTS,1,0.1,2,1,0.1,0.1,2500,0.1,0.20000000000004547,0.01,0.01,-6.23,1.13
ADBE.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.18999999999999773,0.01,0.01,-6.23,1.13
LMT.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.6000000000000227,0.01,0.01,-6.23,1.13
AAP.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.13000000000000256,0.01,0.01,-6.23,0.73
MA.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.4900000000000091,0.01,0.01,-6.23,1.13
AFL.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.0799999999999983,0.01,0.01,-6.23,1.13
MCD.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.06999999999999318,0.01,0.01,-6.23,1.13
A.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.12000000000000455,0.01,0.01,-6.23,1.13
APD.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.1799999999999784,0.01,0.01,-6.23,1.13
PFE.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
AKAM.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.29000000000000625,0.01,0.01,-6.23,1.08
NKE.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.00999999999999801,0.01,0.01,-6.23,1.08
SPY.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.020000000000095497,0.01,0.01,-6.23,1.13
ALK.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.05000000000000426,0.01,0.01,-6.23,1.08
ALB.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.14999999999997726,0.01,0.01,-6.23,1.08
AA.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.00999999999999801,0.01,0.01,-6.23,1.08
ORCL.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.09999999999999432,0.01,0.01,-6.23,1.03
ARE.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.11999999999999744,0.01,0.01,-6.23,1.13
PLTR.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.04999999999998295,0.01,0.01,-6.23,1.23
ALGN.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,1.4000000000000057,0.01,0.01,-6.23,1.03
ALLE.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.8200000000000216,0.01,0.01,-6.23,1.13
UBER.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.01999999999999602,0.01,0.01,-6.23,1.08
PTON.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.020000000000000462,0.01,0.01,-6.23,1.03
LNT.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.269999999999996,0.01,0.01,-6.23,1.13
PYPL.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.00999999999999801,0.01,0.01,-6.23,1.13
ALL.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.060000000000002274,0.01,0.01,-6.23,1.13
PG.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.020000000000010232,0.01,0.01,-6.23,1.13
GOOGL.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.029999999999972715,0.01,0.01,-6.23,1.13
AMD.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.060000000000002274,0.01,0.01,-6.23,1.03
MO.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.030000000000001137,0.01,0.01,-6.23,1.13
AMCR.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000001563,0.01,0.01,-6.23,1.13
EA.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.12000000000000455,0.01,0.01,-6.23,0.93
SNAP.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.009999999999999787,0.01,0.01,-6.23,1.03
QCOM.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.11999999999997613,0.01,0.01,-6.23,1.08
AEE.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.3999999999999915,0.01,0.01,-6.23,1.13
AAL.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.010000000000001563,0.01,0.01,-6.23,1.08
TMUS.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.4399999999999977,0.01,0.01,-6.23,1.13
AEP.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.11999999999999034,0.01,0.01,-6.23,1.13
MRNA.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.019999999999999574,0.01,0.01,-6.23,1.03
BA.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.0800000000000125,0.01,0.01,-6.23,1.13
AIG.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.01999999999999602,0.01,0.01,-6.23,1.13
DIS.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.0899999999999892,0.01,0.01,-6.23,1.13
AMT.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.09999999999999432,0.01,0.01,-6.23,1.13
AWK.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.15000000000000568,0.01,0.01,-6.23,1.13
SPCE.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.009999999999999787,0.01,0.01,-6.23,0.23
AMP.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.7800000000000296,0.01,0.01,-6.23,1.13
V.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.12999999999999545,0.01,0.01,-6.23,1.13
AMGN.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.6800000000000068,0.01,0.01,-6.23,1.13
WMT.US,USD,1,0.1,2,1,0.1,0.1,2500,0.1,0.030000000000001137,0.01,0.01,-6.23,1.23
APH.US,USD,1,0.1,2,1,0.1,0.1,250,0.1,0.03999999999999204,0.01,0.01,-6.23,1.08
