Ticker,OriginalSymbol,Unit,LotSize,PipSize
TLS.AX,Telstra_Corp_Ltd_(TLS.AX),USD,1,0
TEM.L,Templeton_Emg_Mkt_(TEM.L),EUR,1,0
TSCO.L,Tesco_(TSCO.L),EUR,1,0
A2M.AX,The_a2_Milk_Company_(A2M.AX),USD,1,0
MNKS.L,The_Monks_Inv_Trust_(MNKS.L),EUR,1,0
SGR.AX,The_Star_Ent_Group_(SGR.AX),USD,1,0
UTG.L,The_Unite_Group_PLC_(UTG.L),EUR,1,0
TKA.DE,Thyssenkrupp_AG_(TKA.DE),EUR,1,0
TIFS.L,TI_Fluid_Systems_(TIFS.L),EUR,1,0
TCAP.L,TP_ICAP_Group_plc_(TCAP.L),EUR,1,0
TPG.AX,TPG_Telecom_Ltd_(TPG.AX),USD,1,0
TPK.L,Travis_Perkins_PLC_(TPK.L),EUR,1,0
TWE.AX,Treasury_Wine_Est_(TWE.AX),USD,1,0
TUP.N,Tupperware_(TUP.N),USD,1,0
UDG.L,UDG_Healthcare_PLC_(UDG.L),EUR,1,0
PATH.K,UiPath_(PATH.K),USD,1,0
ULE.L,Ultra_Electronic_(ULE.L),EUR,1,0
A,Under_Armour_(A)_(UAA.N),USD,1,0
C,Under_Armour_(C)_(UA.N),USD,1,0
ULVR.L,Unilever_PLC_(ULVR.L),EUR,1,0
UN01D.DE,Uniper_SE_(UN01D.DE),EUR,1,0
URW.AX,Uni-Rod-Westfield_(URW.AX),USD,1,0
UTDID.DE,United_Internet_AG_(UTDID.DE),EUR,1,0
UU.L,United_Utilities_(UU.L),EUR,1,0
UPST.O,Upstart_(UPST.O),USD,1,0
IYR.P,US_Real_Est_ETF_(IYR.P),USD,1,0
VDC.P,Van_Cons_Staples_ETF_(VDC.P),USD,1,0
MOO.P,VanEck_Agribusiness_(MOO.P),USD,1,0
VPU.P,Vanguard_Util_ETF_(VPU.P),USD,1,0
VAR1D.DE,Varta_AG_(VAR1D.DE),EUR,1,0
VCX.AX,Vicinity_Centres_(VCX.AX),USD,1,0
VMUK.L,Virgin_Money_UK_PLC_(VMUK.L),EUR,1,0
VUK.AX,Virgin_Money_UK_PLC_(VUK.AX),USD,1,0
VTY.L,Vistry_Group_PLC_(VTY.L),EUR,1,0
VEA.AX,Viva_Energy_Group_(VEA.AX),USD,1,0
VOC.AX,Vocus_Group_Ltd_(VOC.AX),USD,1,0
VOD.L,Vodafone_(VOD.L),EUR,1,0
VOW.DE,Volkswagen_(VOW.DE),EUR,1,0
VNA.DE,Vonovia_SE_(VNA.DE),EUR,1,0
SOL.AX,W.H_Soul_Pattinson_(SOL.AX),USD,1,0
WPR.AX,Waypoint_(WPR.AX),USD,1,0
WEB.AX,Webjet_Ltd_(WEB.AX),USD,1,0
WES.AX,Wesfarmers_Ltd_(WES.AX),USD,1,0
WSA.AX,Western_Areas_Ltd_(WSA.AX),USD,1,0
WBC.AX,Westpac_Banking_(WBC.AX),USD,1,0
SMWH.L,WH_Smith_PLC_(SMWH.L),EUR,1,0
WTB.L,Whitbread_(WTB.L),EUR,1,0
WHC.AX,Whitehaven_Coal_(WHC.AX),USD,1,0
WTC.AX,Wisetech_Global_Ltd_(WTC.AX),USD,1,0
WIX.O,Wix.com_Ltd_(WIX.O),USD,1,0
WIZZ.L,Wizz_Air_Holdings_(WIZZ.L),EUR,1,0
WPL.AX,Woodside_Petroleum_(WPL.AX),USD,1,0
WOW.AX,Woolworths_Group_(WOW.AX),USD,1,0
WWH.L,Worldwide_Healthcare_(WWH.L),EUR,1,0
WOR.AX,Worleyparsons_Ltd_(WOR.AX),USD,1,0
WPP.L,WPP_(WPP.L),EUR,1,0
XRO.AX,Xero_Ltd_(XRO.AX),USD,1,0
XRX.N,Xerox_(XRX.N),USD,1,0
XPEV.K,XPeng_Inc_(XPEV.K),USD,1,0
YELP.N,Yelp_(YELP.N),USD,1,0
YUM.N,Yum_Brands_Inc_(YUM.N),USD,1,0
ZAL.DE,Zalando_SE_(ZAL.DE),EUR,1,0
Z1P.AX,ZipMoney_Limited_(Z1P.AX),USD,1,0
ZI.O,ZoomInfo_Technologies_(ZI.O),USD,1,0
LUNAUSD,LUNAUSD,USD,10,0
VMW.N,VMware_(VMW.N),USD,1,0
GLB.L,Glanbia_(GLB.L),EUR,1,0
BIRG.L,Bank_of_Ireland_(BIRG.L),EUR,1,0
AIBG.L,AIB_(AIBG.L),EUR,1,0
MBG.DE,Mercedes_Benz_(MBG.DE),EUR,1,0
FGP.L,FirstGroup_(FGP.L),EUR,1,0
RDW.L,Redrow__(RDW.L),EUR,1,0
GOG.L,Go-Ahead_Group_plc_(GOG.L),EUR,1,0
BOOH.L,Boohoo_(BOOH.L),EUR,1,0
THG.L,THG_PLC_(THG.L),EUR,1,0
SPWR.O,Sunpower_(SPWR.O),USD,1,0
STNE.O,Stoneco_Ltd_(STNE.O),USD,1,0
BOO.L,Boohoo_(BOO.L),EUR,1,0
NVTA.N,Invitae_(NVTA.N),USD,1,0
P911.DE,Porsche_(P911.DE),EUR,1,0
Led,Led,USD,1,0
IT40,IT40,USD,1,0
AEX,AEX,USD,1,0
WIG20,WIG20,USD,1,0
SMI,SMI,USD,1,0
XBRUSD,XBRUSD,PIPS,100,0
XTIUSD,XTIUSD,PIPS,100,0
OrangeJuice,OrangeJuice,USD,20,0
DASHUSD,DASHUSD,USD,1,0
Ripple,Ripple,USD,100,0
BitcoinCash,BitcoinCash,USD,1,0
LondonSugar,LondonSugar,USD,1,0
CAN20,CAN20,USD,1,0
LIT15,LIT15,USD,1,0
FIN30,FIN30,USD,1,0
CNI30,CNI30,USD,1,0
BIO30,BIO30,USD,1,0
FNG10,FNG10,USD,1,0
GRN30,GRN30,USD,1,0
LAT30,LAT30,USD,1,0
ETHBTC,ETHBTC,USD,1000,0
EURUSDW,EURUSDW,USD,100000,0
GBPUSDW,GBPUSDW,USD,100000,0
AUDUSDW,AUDUSDW,POINTS,100000,0
USDJPYW,USDJPYW,USD,100,0
USDCADW,USDCADW,USD,100000,0
USDSGDW,USDSGDW,USD,100000,0
USDCHFW,USDCHFW,USD,100000,0
TWTR.N,Twitter_Inc_(TWTR.N),USD,1,0
XAUBTC,XAUBTC,USD,1000,0
CRH.L,CRH_(CRH.L),EUR,1,0
GPRO.O,GoPro_Inc_(GPRO.O),USD,1,0
KGN.AX,Kogan_(KGN.AX),USD,1,0
VCT.L,Victrex_PLC_(VCT.L),EUR,1,0
PRNT.P,3D_Printing_ETF_(PRNT.P),USD,1,0
III.L,3i_Group_(III.L),EUR,1,0
ARL.DE,Aareal_Bank_AG_(ARL.DE),EUR,1,0
ABP.AX,Abacus_Property_Grp_(ABP.AX),USD,1,0
ABC.AX,Adelaide_Brighton_(ABC.AX),USD,1,0
ADS.DE,Adidas_(ADS.DE),EUR,1,0
ADM.L,Admiral_Group_(ADM.L),EUR,1,0
AGL.AX,AGL_Energy_Ltd_(AGL.AX),USD,1,0
AIXA.DE,Aixtron_SE_(AIXA.DE),EUR,1,0
AJB.L,AJ_Bell_PLC_(AJB.L),EUR,1,0
BIRD.O,Allbirds_(BIRD.O),USD,1,0
ATST.L,Alliance_Trust_PLC_(ATST.L),EUR,1,0
ALV.DE,Allianz_SE_(ALV.DE),EUR,1,0
ALQ.AX,ALS_Limited_(ALQ.AX),USD,1,0
AOX.DE,Alstria_Office_REIT_(AOX.DE),EUR,1,0
ALU.AX,Altium_Ltd_(ALU.AX),USD,1,0
AWC.AX,Alumina_Ltd_(AWC.AX),USD,1,0
AMC.AX,Amcor_CDI_(AMC.AX),USD,1,0
AMP.AX,AMP_Ltd_(AMP.AX),USD,1,0
ALD.AX,Ampol_Ltd_(ALD.AX),USD,1,0
AAL.L,Anglo_American_(AAL.L),EUR,1,0
ANN.AX,Ansell_Ltd_(ANN.AX),USD,1,0
ANTO.L,Antofagasta_(ANTO.L),EUR,1,0
ANZ.AX,ANZ_Banking_Group_(ANZ.AX),USD,1,0
APE.AX,AP_Eagers_Pty_Ltd_(APE.AX),USD,1,0
APA.AX,APA_Group_(APA.AX),USD,1,0
APX.AX,Appen_Limited_(APX.AX),USD,1,0
ARB.AX,ARB_Corporation_(ARB.AX),USD,1,0
ALL.AX,Aristocrat_Leisure_(ALL.AX),USD,1,0
ARKF.P,ARK_Fintech_ETF_(ARKF.P),USD,1,0
ARKG.Z,ARK_Genomic_Rev._(ARKG.Z),USD,1,0
ARKK.P,ARK_Innovation_ETF_(ARKK.P),USD,1,0
ARKX.K,ARK_Space_Innov_ETF_(ARKX.K),USD,1,0
ARKW.P,Ark_Web_x.0_ETF_(ARKW.P),USD,1,0
AT1D.DE,Aroundtown_S.A._(AT1D.DE),EUR,1,0
ASHM.L,Ashmore_Group_PLC_(ASHM.L),EUR,1,0
AHT.L,Ashtead_Group_(AHT.L),EUR,1,0
ABF.L,Asso_British_Foods_(ABF.L),EUR,1,0
AGR.L,Assura_PLC_(AGR.L),EUR,1,0
AZN.L,AstraZeneca_(AZN.L),EUR,1,0
ASX.AX,ASX_Ltd_(ASX.AX),USD,1,0
ALX.AX,Atlas_Arteria_(ALX.AX),USD,1,0
AZJ.AX,Aurizon_Hldgs_Ltd_(AZJ.AX),USD,1,0
NDA.DE,Aurubis_AG_(NDA.DE),EUR,1,0
AST.AX,AusNet_Services_Ltd_(AST.AX),USD,1,0
ASB.AX,Austal_Ltd_(ASB.AX),USD,1,0
AUTO.L,Auto_Trader_Group_(AUTO.L),POINTS,1,0
AVV.L,Aveva_Group_(AVV.L),EUR,1,0
CAR.O,Avis_(CAR.O),USD,1,0
AVH.AX,Avita_Medical_(AVH.AX),USD,1,0
AV.L,Aviva_(AV.L),EUR,1,0
BATS.L,BA_Tobacco_(BATS.L),EUR,1,0
BAB.L,Babcock_Int._Grp_(BAB.L),EUR,1,0
BA.L,BAE_Systems_(BA.L),EUR,1,0
BBY.L,Balfour_Beatty_PLC_(BBY.L),EUR,1,0
KBE.P,Bank_ETF_(KBE.P),USD,1,0
BOQ.AX,Bank_of_Queensland_(BOQ.AX),USD,1,0
BAP.AX,Bapcor_Ltd_(BAP.AX),USD,1,0
BARC.L,Barclays_(BARC.L),EUR,1,0
BDEV.L,Barratt_Dvlpmts_(BDEV.L),EUR,1,0
BAS.DE,BASF_SE_(BAS.DE),EUR,1,0
BAYN.DE,Bayer_AG_(BAYN.DE),EUR,1,0
BPT.AX,Beach_Energy_Ltd_(BPT.AX),USD,1,0
BEZ.L,Beazley_PLC_(BEZ.L),EUR,1,0
BC8.DE,Bechtle_AG_(BC8.DE),EUR,1,0
BGA.AX,Bega_Cheese_Ltd_(BGA.AX),USD,1,0
BEI.DE,Beiersdorf_(BEI.DE),EUR,1,0
BWY.L,Bellway_PLC_(BWY.L),EUR,1,0
BEN.AX,Bendigo_&_Adel._Bnk_(BEN.AX),USD,1,0
BKG.L,Berkeley_Group_(BKG.L),EUR,1,0
CRYP.AX,Betashares_Crypto_(CRYP.AX),USD,1,0
BHP.AX,BHP_Group_Ltd_(BHP.AX),USD,1,0
BHP.L,BHP_Group_PLC_(BHP.L),EUR,1,0
BYG.L,Big_Yellow_Group_PLC_(BYG.L),EUR,1,0
BIN.AX,Bingo_Industries_(BIN.AX),USD,1,0
BNTX.O,BioNTech_(BNTX.O),USD,1,0
XBI.P,Biotech_ETF_(XBI.P),USD,1,0
BKL.AX,Blackmores_Ltd_(BKL.AX),USD,1,0
BSL.AX,BlueScope_Steel_Ltd_(BSL.AX),USD,1,0
BMW.DE,BMW_(BMW.DE),EUR,1,0
BOY.L,Bodycote_PLC_(BOY.L),EUR,1,0
BLD.AX,Boral_Ltd_(BLD.AX),USD,1,0
BP.L,BP_(BP.L),EUR,1,0
BXB.AX,Brambles_Ltd_(BXB.AX),USD,1,0
BVS.AX,Bravura_Solution_(BVS.AX),USD,1,0
BNR.DE,Brenntag_AG_(BNR.DE),EUR,1,0
BRG.AX,Breville_Group_Ltd_(BRG.AX),USD,1,0
BKW.AX,Brickworks_Ltd_(BKW.AX),USD,1,0
BLND.L,British_Land_(BLND.L),EUR,1,0
BVIC.L,Britvic_PLC_(BVIC.L),EUR,1,0
BTA.L,BT_Group_(BTA.L),EUR,1,0
EURUSD,EURUSD,PIPS,100000,0.0001
GBPUSD,GBPUSD,PIPS,100000,0.0001
USDJPY,USDJPY,PIPS,100000,0.01
AUDUSD,AUDUSD,PIPS,100000,0.0001
USDCHF,USDCHF,PIPS,100000,0.0001
USDCAD,USDCAD,PIPS,100000,0.0001
GBPAUD,GBPAUD,PIPS,100000,0.0001
GBPCHF,GBPCHF,PIPS,100000,0.0001
AUDCAD,AUDCAD,PIPS,100000,0.0001
AUDNZD,AUDNZD,PIPS,100000,0.0001
AUDCHF,AUDCHF,PIPS,100000,0.0001
EURGBP,EURGBP,PIPS,100000,0.0001
EURCHF,EURCHF,PIPS,100000,0.0001
EURAUD,EURAUD,PIPS,100000,0.0001
AUDSGD,AUDSGD,POINTS,100000,0.0001
NZDUSD,NZDUSD,PIPS,100000,0.0001
EURJPY,EURJPY,PIPS,100000,0.01
GBPJPY,GBPJPY,PIPS,100000,0.01
AUDJPY,AUDJPY,PIPS,100000,0.01
CHFJPY,CHFJPY,PIPS,100000,0.01
CADJPY,CADJPY,PIPS,100000,0.01
NZDJPY,NZDJPY,PIPS,100000,0.01
CADCHF,CADCHF,PIPS,100000,0.0001
EURCAD,EURCAD,PIPS,100000,0.0001
EURNZD,EURNZD,PIPS,100000,0.0001
GBPCAD,GBPCAD,PIPS,100000,0.0001
GBPNZD,GBPNZD,PIPS,100000,0.0001
NZDCAD,NZDCAD,PIPS,100000,0.0001
NZDCHF,NZDCHF,PIPS,100000,0.0001
SGDJPY,SGDJPY,PIPS,100000,0.01
USDNOK,USDNOK,USD,100000,0.0001
USDMXN,USDMXN,USD,100000,0.0001
USDSGD,USDSGD,USD,100000,0.0001
USDSEK,USDSEK,USD,100000,0.0001
EURSEK,EURSEK,USD,100000,0.0001
GBPSGD,GBPSGD,USD,100000,0.0001
EURNOK,EURNOK,USD,100000,0.0001
EURHUF,EURHUF,USD,100000,0.01
USDPLN,USDPLN,USD,100000,0.0001
USDDKK,USDDKK,USD,100000,0.0001
GBPNOK,GBPNOK,USD,100000,0.0001
CHFSGD,CHFSGD,USD,100000,0.0001
EURCZK,EURCZK,USD,100000,0.0001
USDBRL,USDBRL,USD,100000,0.0001
EURPLN,EURPLN,USD,100000,0.0001
USDIDR,USDIDR,USD,100000,1
EURSGD,EURSGD,USD,100000,0.0001
EURTRY,EURTRY,USD,100000,0.0001
EURZAR,EURZAR,USD,100000,0.0001
GBPDKK,GBPDKK,USD,100000,0.0001
GBPSEK,GBPSEK,USD,100000,0.0001
GBPTRY,GBPTRY,USD,100000,0.0001
NOKJPY,NOKJPY,PIPS,100000,0.01
NOKSEK,NOKSEK,USD,100000,0.0001
SEKJPY,SEKJPY,PIPS,100000,0.01
USDCZK,USDCZK,USD,100000,0.0001
USDHKD,USDHKD,USD,100000,0.0001
USDTRY,USDTRY,USD,100000,0.0001
USDZAR,USDZAR,USD,100000,0.0001
EURMXN,EURMXN,USD,100000,0.0001
USDHUF,USDHUF,USD,100000,0.01
USDCNH,USDCNH,USD,100000,0.0001
USDTHB,USDTHB,USD,100000,0.0001
ZARJPY,ZARJPY,PIPS,100000,0.01
GBPMXN,GBPMXN,USD,100000,0.0001
USDINR,USDINR,USD,100000,0.01
USDKRW,USDKRW,USD,100000,0.1
USDCLP,USDCLP,USD,100000,0.1
USDCOP,USDCOP,USD,100000,0.1
USDTWD,USDTWD,USD,100000,0.01
AUDDKK,AUDDKK,POINTS,100000,0.0001
AUDHUF,AUDHUF,POINTS,100000,0.01
AUDNOK,AUDNOK,POINTS,100000,0.0001
AUDPLN,AUDPLN,POINTS,100000,0.0001
CADMXN,CADMXN,USD,100000,0.0001
CADSGD,CADSGD,USD,100000,0.0001
CHFDKK,CHFDKK,USD,100000,0.0001
CHFHUF,CHFHUF,USD,100000,0.01
CHFNOK,CHFNOK,USD,100000,0.0001
CHFPLN,CHFPLN,USD,100000,0.0001
CHFSEK,CHFSEK,USD,100000,0.0001
EURCNH,EURCNH,USD,100000,0.0001
EURDKK,EURDKK,USD,100000,0.0001
GBPCNH,GBPCNH,USD,100000,0.0001
GBPHUF,GBPHUF,USD,100000,0.01
MXNJPY,MXNJPY,PIPS,100000,0.0001
NZDCNH,NZDCNH,USD,100000,0.0001
NZDHUF,NZDHUF,USD,100000,0.01
NZDSGD,NZDSGD,USD,100000,0.0001
BWPUSD,BWPUSD,PIPS,100000,0.001
EURILS,EURILS,USD,100000,0.0001
USDILS,USDILS,USD,100000,0.0001
USDRON,USDRON,USD,100000,0.0001
XAUUSD,XAUUSD,PIPS,100,0.1
XAGUSD,XAGUSD,PIPS,5000,0.01
XAGEUR,XAGEUR,PIPS,5000,0.01
XAUEUR,XAUEUR,PIPS,100,0.1
XPDUSD,XPDUSD,PIPS,100,0.1
XPTUSD,XPTUSD,PIPS,100,0.1
XAUAUD,XAUAUD,PIPS,100,0.1
XAUCHF,XAUCHF,PIPS,100,0.1
XAUGBP,XAUGBP,PIPS,100,0.1
XAGAUD,XAGAUD,PIPS,5000,0.01
XAUJPY,XAUJPY,PIPS,100,1
Copper,Copper,USD,2000,0.001
XAGSGD,XAGSGD,USD,5000,0.01
XAUCNH,XAUCNH,USD,100,0.01
XAUSGD,XAUSGD,USD,100,0.01
XAUTHB,XAUTHB,USD,100,0.01
SpotBrent,SpotBrent,USD,100,0.01
SpotCrude,SpotCrude,USD,100,0.01
NatGas,NatGas,USD,10000,0.01
Gasoline,Gasoline,USD,1000,0.001
AUS200,AUS200,POINTS,1,1
EUSTX50,EUSTX50,USD,1,1
FRA40,FRA40,USD,1,1
GER40,GER40,POINTS,1,1
HK50,HK50,USD,1,1
JPN225,JPN225,POINTS,100,1
SPA35,SPA35,USD,1,1
UK100,UK100,POINTS,1,1
US2000,US2000,POINTS,1,1
US500,US500,POINTS,1,1
NAS100,NAS100,POINTS,1,1
US30,US30,POINTS,1,1
CN50,CN50,USD,1,1
SCI25,SCI25,USD,1,1
VIX,VIX,USD,1,0.1
CA60,CA60,USD,1,0.1
CHINAH,CHINAH,USD,1,0.1
NETH25,NETH25,USD,1,0.1
SWI20,SWI20,USD,1,0.1
GERTEC30,GERTEC30,POINTS,1,0.1
Sugar,Sugar,USD,100,0.01
Coffee,Coffee,USD,10,0.1
Cotton,Cotton,USD,100,0.01
Cocoa,Cocoa,USD,1,1
Wheat,Wheat,USD,1,1
Soybeans,Soybeans,USD,1,1
LDSugar,LDSugar,USD,1,1
Corn,Corn,USD,100,0.001
Cattle,Cattle,USD,1000,0.0001
Aluminium,Aluminium,USD,1,0.01
Nickel,Nickel,USD,1,0.01
Lead,Lead,USD,1,0.01
Zinc,Zinc,USD,1,0.01
BTCUSD,BTCUSD,PIPS,1,0.1
ETHUSD,ETHUSD,PIPS,1,0.1
LTCUSD,LTCUSD,PIPS,1,0.1
BCHUSD,BCHUSD,PIPS,1,0.1
DOTUSD,DOTUSD,PIPS,10,0.01
LINKUSD,LINKUSD,USD,10,0.01
XLMUSD,XLMUSD,PIPS,100,0.001
XRPUSD,XRPUSD,PIPS,100,0.001
UNIUSD,UNIUSD,PIPS,10,0.01
DOGEUSD,DOGEUSD,USD,1000,0.0001
ADAUSD,ADAUSD,PIPS,100,0.001
BNBUSD,BNBUSD,PIPS,1,0.1
XTZUSD,XTZUSD,PIPS,100,0.001
MATICUSD,MATICUSD,USD,100,0.001
SOLUSD,SOLUSD,PIPS,1,0.1
AVAXUSD,AVAXUSD,USD,10,0.01
COMPUSD,COMPUSD,USD,1,0.01
ETCUSD,ETCUSD,PIPS,1,0.01
GLMRUSD,GLMRUSD,USD,1,0.0001
KSMUSD,KSMUSD,PIPS,1,0.01
BTCAUD,BTCAUD,PIPS,1,0.1
ETHAUD,ETHAUD,PIPS,1,0.1
Crypto10,Crypto10,USD,1,1
BTCGBP,BTCGBP,PIPS,1,0.1
Crypto20,Crypto20,USD,1,1
ETHGBP,ETHGBP,PIPS,1,0.1
Crypto30,Crypto30,USD,1,1
BTCEUR,BTCEUR,PIPS,1,0.1
TRUMPUSD,TRUMPUSD,USD,10,0.01
POLUSD,POLUSD,PIPS,100,0.001
SONUSD,SONUSD,PIPS,1000,0.0001
HBARUSD,HBARUSD,USD,1000,0.001
SUIUSD,SUIUSD,PIPS,100,0.01
TONUSD,TONUSD,PIPS,100,0.01
APTUSD,APTUSD,PIPS,100,0.01
HYPEUSD,HYPEUSD,USD,10,0.1
INJUSD,INJUSD,PIPS,100,0.1
RENDERUSD,RENDERUSD,USD,100,0.01
FETUSD,FETUSD,PIPS,1000,0.001
USDX,USDX,USD,100,0.01
EURX,EURX,USD,100,1
JPYX,JPYX,POINTS,100,1
CCL.GB,CCL.GB,USD,1,0.001
SMDS.GB,SMDS.GB,USD,1,0.001
BVIC.GB,BVIC.GB,USD,1,0.001
VMUK.GB,VMUK.GB,USD,1,0.001
COPd.DE,COPd.DE,EUR,1,0.1
ANSS.US,ANSS.US,USD,1,0.1
HL.GB,HL.GB,USD,1,0.001
B4Bd.DE,B4Bd.DE,EUR,1,0.1
WG.GB,WG.GB,USD,1,0.001
TIFS.GB,TIFS.GB,USD,1,0.001
DLG.GB,DLG.GB,USD,1,0.001
DARK.GB,DARK.GB,USD,1,0.001
DEG.AU,DEG.AU,USD,1,0.01
HES.US,HES.US,USD,1,0.1
JNPR.US,JNPR.US,USD,1,0.1
PARA.US,PARA.US,USD,1,0.1
DHG.AU,DHG.AU,USD,1,0.01
BKW.AU,BKW.AU,USD,1,0.01
GOR.AU,GOR.AU,USD,1,0.01
SOL.AU,SOL.AU,USD,1,0.01
FL.US,FL.US,USD,1,0.1
AGR.GB,AGR.GB,USD,1,0.001
0941.HK,0941.HK,USD,1,0.01
0883.HK,0883.HK,USD,1,0.01
0728.HK,0728.HK,USD,1,0.01
0981.HK,0981.HK,USD,1,0.01
SXS.GB,SXS.GB,USD,1,0.001
HBI.US,HBI.US,USD,1,0.1
IPG.US,IPG.US,USD,1,0.1
K.US,K.US,USD,1,0.1
GER40-F,GER40-F,POINTS,1,1
HK50-F,HK50-F,USD,1,1
JPN225-F,JPN225-F,POINTS,1,1
UK100-F,UK100-F,POINTS,1,1
US30-F,US30-F,POINTS,1,1
NAS100-F,NAS100-F,USD,1,0.1
US500-F,US500-F,POINTS,1,0.1
XAUUSD-F,XAUUSD-F,USD,100,0.1
XAGUSD-F,XAGUSD-F,USD,5000,0.01
Crude-F,Crude-F,USD,100,0.01
Brent-F,Brent-F,USD,100,0.01
AAXJ.US,AAXJ.US,USD,1,0.1
ACWI.US,ACWI.US,USD,1,0.1
ARKF.US,ARKF.US,USD,1,0.1
ARKK.US,ARKK.US,USD,1,0.1
ARKW.US,ARKW.US,USD,1,0.1
ARKX.US,ARKX.US,USD,1,0.1
BRF.US,BRF.US,USD,1,0.1
BUZZ.US,BUZZ.US,USD,1,0.1
CIBR.US,CIBR.US,USD,1,0.1
COPX.US,COPX.US,USD,1,0.1
DBA.US,DBA.US,USD,1,0.1
DIA.US,DIA.US,USD,1,0.1
DVY.US,DVY.US,USD,1,0.1
ECH.US,ECH.US,USD,1,0.1
EFA.US,EFA.US,USD,1,0.1
EIDO.US,EIDO.US,USD,1,0.1
ENZL.US,ENZL.US,USD,1,0.1
EPHE.US,EPHE.US,USD,1,0.1
EPP.US,EPP.US,USD,1,0.1
EPU.US,EPU.US,USD,1,0.1
EWA.US,EWA.US,USD,1,0.1
EWC.US,EWC.US,USD,1,0.1
EWD.US,EWD.US,USD,1,0.1
EWG.US,EWG.US,USD,1,0.1
EWH.US,EWH.US,USD,1,0.1
EWM.US,EWM.US,USD,1,0.1
EWP.US,EWP.US,USD,1,0.1
EWQ.US,EWQ.US,USD,1,0.1
EWS.US,EWS.US,USD,1,0.1
EWT.US,EWT.US,USD,1,0.1
EWU.US,EWU.US,USD,1,0.1
EWW.US,EWW.US,USD,1,0.1
EWX.US,EWX.US,USD,1,0.1
EWY.US,EWY.US,USD,1,0.1
EWZ.US,EWZ.US,USD,1,0.1
EXI.US,EXI.US,USD,1,0.1
EZA.US,EZA.US,USD,1,0.1
FAN.US,FAN.US,USD,1,0.1
FXI.US,FXI.US,USD,1,0.1
GDX.US,GDX.US,USD,1,0.1
GDXJ.US,GDXJ.US,USD,1,0.1
ICLN.US,ICLN.US,USD,1,0.1
IEF.US,IEF.US,USD,1,0.1
IEV.US,IEV.US,USD,1,0.1
IGE.US,IGE.US,USD,1,0.1
IGF.US,IGF.US,USD,1,0.1
ILF.US,ILF.US,USD,1,0.1
INDY.US,INDY.US,USD,1,0.1
IUSG.US,IUSG.US,USD,1,0.1
IWM.US,IWM.US,USD,1,0.1
IWV.US,IWV.US,USD,1,0.1
IXC.US,IXC.US,USD,1,0.1
IXG.US,IXG.US,USD,1,0.1
IXP.US,IXP.US,USD,1,0.1
IYR.US,IYR.US,USD,1,0.1
KBE.US,KBE.US,USD,1,0.1
KRBN.US,KRBN.US,USD,1,0.1
KRE.US,KRE.US,USD,1,0.1
LIT.US,LIT.US,USD,1,0.1
MCHI.US,MCHI.US,USD,1,0.1
MDY.US,MDY.US,USD,1,0.1
MOO.US,MOO.US,USD,1,0.1
NERD.US,NERD.US,USD,1,0.1
NORW.US,NORW.US,USD,1,0.1
PFF.US,PFF.US,USD,1,0.1
PRNT.US,PRNT.US,USD,1,0.1
QAT.US,QAT.US,USD,1,0.1
SDY.US,SDY.US,USD,1,0.1
SGOL.US,SGOL.US,USD,1,0.1
SHV.US,SHV.US,USD,1,0.1
SHY.US,SHY.US,USD,1,0.1
SIL.US,SIL.US,USD,1,0.1
SKYY.US,SKYY.US,USD,1,0.1
SMIN.US,SMIN.US,USD,1,0.1
SOXX.US,SOXX.US,USD,1,0.1
SVXY.US,SVXY.US,USD,1,0.1
THD.US,THD.US,USD,1,0.1
TLT.US,TLT.US,USD,1,0.1
URA.US,URA.US,USD,1,0.1
VIXY.US,VIXY.US,USD,1,0.1
VNM.US,VNM.US,USD,1,0.1
VONG.US,VONG.US,USD,1,0.1
WOOD.US,WOOD.US,USD,1,0.1
XBI.US,XBI.US,USD,1,0.1
XHB.US,XHB.US,USD,1,0.1
XLE.US,XLE.US,USD,1,0.1
XLI.US,XLI.US,USD,1,0.1
XME.US,XME.US,USD,1,0.1
XOP.US,XOP.US,USD,1,0.1
XPH.US,XPH.US,USD,1,0.1
XRT.US,XRT.US,USD,1,0.1
VDC.US,VDC.US,USD,1,0.1
ARKG.US,ARKG.US,USD,1,0.1
EEM.US,EEM.US,USD,1,0.1
AAPL.US-24,AAPL.US-24,USD,1,0.1
AMD.US-24,AMD.US-24,USD,1,0.1
AMZN.US-24,AMZN.US-24,USD,1,0.1
BA.US-24,BA.US-24,USD,1,0.1
BABA.US-24,BABA.US-24,USD,1,0.1
BAC.US-24,BAC.US-24,USD,1,0.1
CAT.US-24,CAT.US-24,USD,1,0.1
DIS.US-24,DIS.US-24,USD,1,0.1
F.US-24,F.US-24,USD,1,0.1
GM.US-24,GM.US-24,USD,1,0.1
GOOG.US-24,GOOG.US-24,USD,1,0.1
HPQ.US-24,HPQ.US-24,USD,1,0.1
INTC.US-24,INTC.US-24,USD,1,0.1
JNJ.US-24,JNJ.US-24,USD,1,0.1
UNH.US-24,UNH.US-24,USD,1,0.1
XOM.US-24,XOM.US-24,USD,1,0.1
CVX.US-24,CVX.US-24,USD,1,0.1
KO.US-24,KO.US-24,USD,1,0.1
RTX.US-24,RTX.US-24,USD,1,0.1
SLB.US-24,SLB.US-24,USD,1,0.1
VZ.US-24,VZ.US-24,USD,1,0.1
IBM.US-24,IBM.US-24,USD,1,0.1
